ubigeo,region,provincia,distrito,organizacion_politica,total_votos
010104,Amazonas,Chachapoyas,Cheto,SENTIMIENTO AMAZONENSE REGIONAL,177
010104,Amazonas,Chachapoyas,Cheto,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,241
010104,Amazonas,Chachapoyas,Cheto,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,9
010104,Amazonas,Chachapoyas,Cheto,JUNTOS POR EL PERU,16
010104,Amazonas,Chachapoyas,Cheto,RENOVACION POPULAR,37
010104,Amazonas,Chachapoyas,Cheto,ALIANZA PARA EL PROGRESO,5
010104,Amazonas,Chachapoyas,Cheto,PARTIDO MORADO,1
010105,Amazonas,Chachapoyas,Chiliquin,SENTIMIENTO AMAZONENSE REGIONAL,203
010105,Amazonas,Chachapoyas,Chiliquin,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,123
010105,Amazonas,Chachapoyas,Chiliquin,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,0
010105,Amazonas,Chachapoyas,Chiliquin,JUNTOS POR EL PERU,38
010105,Amazonas,Chachapoyas,Chiliquin,RENOVACION POPULAR,192
010105,Amazonas,Chachapoyas,Chiliquin,ALIANZA PARA EL PROGRESO,17
010105,Amazonas,Chachapoyas,Chiliquin,PARTIDO MORADO,0
010106,Amazonas,Chachapoyas,Chuquibamba,SENTIMIENTO AMAZONENSE REGIONAL,469
010106,Amazonas,Chachapoyas,Chuquibamba,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,293
010106,Amazonas,Chachapoyas,Chuquibamba,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1
010106,Amazonas,Chachapoyas,Chuquibamba,JUNTOS POR EL PERU,86
010106,Amazonas,Chachapoyas,Chuquibamba,RENOVACION POPULAR,104
010106,Amazonas,Chachapoyas,Chuquibamba,ALIANZA PARA EL PROGRESO,21
010106,Amazonas,Chachapoyas,Chuquibamba,PARTIDO MORADO,0
010107,Amazonas,Chachapoyas,Granada,SENTIMIENTO AMAZONENSE REGIONAL,148
010107,Amazonas,Chachapoyas,Granada,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,197
010107,Amazonas,Chachapoyas,Granada,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,3
010107,Amazonas,Chachapoyas,Granada,JUNTOS POR EL PERU,4
010107,Amazonas,Chachapoyas,Granada,RENOVACION POPULAR,18
010107,Amazonas,Chachapoyas,Granada,ALIANZA PARA EL PROGRESO,7
010107,Amazonas,Chachapoyas,Granada,PARTIDO MORADO,1
010108,Amazonas,Chachapoyas,Huancas,SENTIMIENTO AMAZONENSE REGIONAL,110
010108,Amazonas,Chachapoyas,Huancas,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,40
010108,Amazonas,Chachapoyas,Huancas,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,4
010108,Amazonas,Chachapoyas,Huancas,JUNTOS POR EL PERU,10
010108,Amazonas,Chachapoyas,Huancas,RENOVACION POPULAR,105
010108,Amazonas,Chachapoyas,Huancas,ALIANZA PARA EL PROGRESO,192
010108,Amazonas,Chachapoyas,Huancas,PARTIDO MORADO,1
010109,Amazonas,Chachapoyas,La Jalca,SENTIMIENTO AMAZONENSE REGIONAL,1077
010109,Amazonas,Chachapoyas,La Jalca,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,519
010109,Amazonas,Chachapoyas,La Jalca,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,14
010109,Amazonas,Chachapoyas,La Jalca,JUNTOS POR EL PERU,944
010109,Amazonas,Chachapoyas,La Jalca,RENOVACION POPULAR,179
010109,Amazonas,Chachapoyas,La Jalca,ALIANZA PARA EL PROGRESO,123
010109,Amazonas,Chachapoyas,La Jalca,PARTIDO MORADO,3
010110,Amazonas,Chachapoyas,Leimebamba,SENTIMIENTO AMAZONENSE REGIONAL,271
010110,Amazonas,Chachapoyas,Leimebamba,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,496
010110,Amazonas,Chachapoyas,Leimebamba,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,14
010110,Amazonas,Chachapoyas,Leimebamba,JUNTOS POR EL PERU,92
010110,Amazonas,Chachapoyas,Leimebamba,RENOVACION POPULAR,590
010110,Amazonas,Chachapoyas,Leimebamba,ALIANZA PARA EL PROGRESO,311
010110,Amazonas,Chachapoyas,Leimebamba,PARTIDO MORADO,3
010111,Amazonas,Chachapoyas,Levanto,SENTIMIENTO AMAZONENSE REGIONAL,194
010111,Amazonas,Chachapoyas,Levanto,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,235
010111,Amazonas,Chachapoyas,Levanto,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,4
010111,Amazonas,Chachapoyas,Levanto,JUNTOS POR EL PERU,40
010111,Amazonas,Chachapoyas,Levanto,RENOVACION POPULAR,141
010111,Amazonas,Chachapoyas,Levanto,ALIANZA PARA EL PROGRESO,83
010111,Amazonas,Chachapoyas,Levanto,PARTIDO MORADO,0
010112,Amazonas,Chachapoyas,Magdalena,SENTIMIENTO AMAZONENSE REGIONAL,143
010112,Amazonas,Chachapoyas,Magdalena,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,162
010112,Amazonas,Chachapoyas,Magdalena,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,6
010112,Amazonas,Chachapoyas,Magdalena,JUNTOS POR EL PERU,98
010112,Amazonas,Chachapoyas,Magdalena,RENOVACION POPULAR,94
010112,Amazonas,Chachapoyas,Magdalena,ALIANZA PARA EL PROGRESO,45
010112,Amazonas,Chachapoyas,Magdalena,PARTIDO MORADO,0
010113,Amazonas,Chachapoyas,Mariscal Castilla,SENTIMIENTO AMAZONENSE REGIONAL,186
010113,Amazonas,Chachapoyas,Mariscal Castilla,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,96
010113,Amazonas,Chachapoyas,Mariscal Castilla,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,4
010113,Amazonas,Chachapoyas,Mariscal Castilla,JUNTOS POR EL PERU,27
010113,Amazonas,Chachapoyas,Mariscal Castilla,RENOVACION POPULAR,21
010113,Amazonas,Chachapoyas,Mariscal Castilla,ALIANZA PARA EL PROGRESO,211
010113,Amazonas,Chachapoyas,Mariscal Castilla,PARTIDO MORADO,0
010114,Amazonas,Chachapoyas,Molinopampa,SENTIMIENTO AMAZONENSE REGIONAL,485
010114,Amazonas,Chachapoyas,Molinopampa,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,316
010114,Amazonas,Chachapoyas,Molinopampa,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,17
010114,Amazonas,Chachapoyas,Molinopampa,JUNTOS POR EL PERU,40
010114,Amazonas,Chachapoyas,Molinopampa,RENOVACION POPULAR,423
010114,Amazonas,Chachapoyas,Molinopampa,ALIANZA PARA EL PROGRESO,74
010114,Amazonas,Chachapoyas,Molinopampa,PARTIDO MORADO,2
010115,Amazonas,Chachapoyas,Montevideo,SENTIMIENTO AMAZONENSE REGIONAL,77
010115,Amazonas,Chachapoyas,Montevideo,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,208
010115,Amazonas,Chachapoyas,Montevideo,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,5
010115,Amazonas,Chachapoyas,Montevideo,JUNTOS POR EL PERU,129
010115,Amazonas,Chachapoyas,Montevideo,RENOVACION POPULAR,22
010115,Amazonas,Chachapoyas,Montevideo,ALIANZA PARA EL PROGRESO,8
010115,Amazonas,Chachapoyas,Montevideo,PARTIDO MORADO,0
010116,Amazonas,Chachapoyas,Olleros,SENTIMIENTO AMAZONENSE REGIONAL,62
010116,Amazonas,Chachapoyas,Olleros,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,120
010116,Amazonas,Chachapoyas,Olleros,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,2
010116,Amazonas,Chachapoyas,Olleros,JUNTOS POR EL PERU,3
010116,Amazonas,Chachapoyas,Olleros,RENOVACION POPULAR,80
010116,Amazonas,Chachapoyas,Olleros,ALIANZA PARA EL PROGRESO,1
010116,Amazonas,Chachapoyas,Olleros,PARTIDO MORADO,0
010117,Amazonas,Chachapoyas,Quinjalca,SENTIMIENTO AMAZONENSE REGIONAL,222
010117,Amazonas,Chachapoyas,Quinjalca,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,144
010117,Amazonas,Chachapoyas,Quinjalca,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,2
010117,Amazonas,Chachapoyas,Quinjalca,JUNTOS POR EL PERU,14
010117,Amazonas,Chachapoyas,Quinjalca,RENOVACION POPULAR,175
010117,Amazonas,Chachapoyas,Quinjalca,ALIANZA PARA EL PROGRESO,101
010117,Amazonas,Chachapoyas,Quinjalca,PARTIDO MORADO,1
010118,Amazonas,Chachapoyas,San Francisco de Daguas,SENTIMIENTO AMAZONENSE REGIONAL,90
010118,Amazonas,Chachapoyas,San Francisco de Daguas,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,76
010118,Amazonas,Chachapoyas,San Francisco de Daguas,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,10
010118,Amazonas,Chachapoyas,San Francisco de Daguas,JUNTOS POR EL PERU,22
010118,Amazonas,Chachapoyas,San Francisco de Daguas,RENOVACION POPULAR,32
010118,Amazonas,Chachapoyas,San Francisco de Daguas,ALIANZA PARA EL PROGRESO,5
010118,Amazonas,Chachapoyas,San Francisco de Daguas,PARTIDO MORADO,0
010119,Amazonas,Chachapoyas,San Isidro de Maino,SENTIMIENTO AMAZONENSE REGIONAL,51
010119,Amazonas,Chachapoyas,San Isidro de Maino,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,213
010119,Amazonas,Chachapoyas,San Isidro de Maino,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,2
010119,Amazonas,Chachapoyas,San Isidro de Maino,JUNTOS POR EL PERU,3
010119,Amazonas,Chachapoyas,San Isidro de Maino,RENOVACION POPULAR,174
010119,Amazonas,Chachapoyas,San Isidro de Maino,ALIANZA PARA EL PROGRESO,23
010119,Amazonas,Chachapoyas,San Isidro de Maino,PARTIDO MORADO,0
010120,Amazonas,Chachapoyas,Soloco,SENTIMIENTO AMAZONENSE REGIONAL,424
010120,Amazonas,Chachapoyas,Soloco,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,137
010120,Amazonas,Chachapoyas,Soloco,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,5
010120,Amazonas,Chachapoyas,Soloco,JUNTOS POR EL PERU,149
010120,Amazonas,Chachapoyas,Soloco,RENOVACION POPULAR,189
010120,Amazonas,Chachapoyas,Soloco,ALIANZA PARA EL PROGRESO,21
010120,Amazonas,Chachapoyas,Soloco,PARTIDO MORADO,0
010121,Amazonas,Chachapoyas,Sonche,SENTIMIENTO AMAZONENSE REGIONAL,79
010121,Amazonas,Chachapoyas,Sonche,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,58
010121,Amazonas,Chachapoyas,Sonche,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1
010121,Amazonas,Chachapoyas,Sonche,JUNTOS POR EL PERU,5
010121,Amazonas,Chachapoyas,Sonche,RENOVACION POPULAR,100
010121,Amazonas,Chachapoyas,Sonche,ALIANZA PARA EL PROGRESO,1
010121,Amazonas,Chachapoyas,Sonche,PARTIDO MORADO,5
010201,Amazonas,Bagua,La Peca,SENTIMIENTO AMAZONENSE REGIONAL,532
010201,Amazonas,Bagua,La Peca,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,1738
010201,Amazonas,Bagua,La Peca,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,300
010201,Amazonas,Bagua,La Peca,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,44
010201,Amazonas,Bagua,La Peca,FUERZA POPULAR,16
010201,Amazonas,Bagua,La Peca,RENOVACION POPULAR,582
010201,Amazonas,Bagua,La Peca,ALIANZA PARA EL PROGRESO,1083
010201,Amazonas,Bagua,La Peca,PARTIDO MORADO,6
010202,Amazonas,Bagua,Aramango,SENTIMIENTO AMAZONENSE REGIONAL,961
010202,Amazonas,Bagua,Aramango,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,1676
010202,Amazonas,Bagua,Aramango,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,909
010202,Amazonas,Bagua,Aramango,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,30
010202,Amazonas,Bagua,Aramango,FUERZA POPULAR,24
010202,Amazonas,Bagua,Aramango,RENOVACION POPULAR,324
010202,Amazonas,Bagua,Aramango,ALIANZA PARA EL PROGRESO,1308
010202,Amazonas,Bagua,Aramango,PARTIDO MORADO,5
010203,Amazonas,Bagua,Copallin,SENTIMIENTO AMAZONENSE REGIONAL,327
010203,Amazonas,Bagua,Copallin,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,947
010203,Amazonas,Bagua,Copallin,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,88
010203,Amazonas,Bagua,Copallin,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,7
010203,Amazonas,Bagua,Copallin,FUERZA POPULAR,12
010203,Amazonas,Bagua,Copallin,RENOVACION POPULAR,197
010203,Amazonas,Bagua,Copallin,ALIANZA PARA EL PROGRESO,1288
010203,Amazonas,Bagua,Copallin,PARTIDO MORADO,1
010204,Amazonas,Bagua,El Parco,SENTIMIENTO AMAZONENSE REGIONAL,258
010204,Amazonas,Bagua,El Parco,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,325
010204,Amazonas,Bagua,El Parco,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,72
010204,Amazonas,Bagua,El Parco,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,6
010204,Amazonas,Bagua,El Parco,FUERZA POPULAR,3
010204,Amazonas,Bagua,El Parco,RENOVACION POPULAR,32
010204,Amazonas,Bagua,El Parco,ALIANZA PARA EL PROGRESO,313
010204,Amazonas,Bagua,El Parco,PARTIDO MORADO,0
010205,Amazonas,Bagua,Bagua,SENTIMIENTO AMAZONENSE REGIONAL,2728
010205,Amazonas,Bagua,Bagua,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,4198
010205,Amazonas,Bagua,Bagua,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1416
010205,Amazonas,Bagua,Bagua,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,406
010205,Amazonas,Bagua,Bagua,FUERZA POPULAR,111
010205,Amazonas,Bagua,Bagua,RENOVACION POPULAR,1522
010205,Amazonas,Bagua,Bagua,ALIANZA PARA EL PROGRESO,2272
010205,Amazonas,Bagua,Bagua,PARTIDO MORADO,52
010206,Amazonas,Bagua,Imaza,SENTIMIENTO AMAZONENSE REGIONAL,1312
010206,Amazonas,Bagua,Imaza,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,2320
010206,Amazonas,Bagua,Imaza,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1722
010206,Amazonas,Bagua,Imaza,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,1474
010206,Amazonas,Bagua,Imaza,FUERZA POPULAR,594
010206,Amazonas,Bagua,Imaza,RENOVACION POPULAR,2082
010206,Amazonas,Bagua,Imaza,ALIANZA PARA EL PROGRESO,194
010206,Amazonas,Bagua,Imaza,PARTIDO MORADO,15
010301,Amazonas,Bongará,Jumbilla,SENTIMIENTO AMAZONENSE REGIONAL,89
010301,Amazonas,Bongará,Jumbilla,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,123
010301,Amazonas,Bongará,Jumbilla,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,241
010301,Amazonas,Bongará,Jumbilla,RENOVACION POPULAR,53
010302,Amazonas,Bongará,Corosha,SENTIMIENTO AMAZONENSE REGIONAL,278
010302,Amazonas,Bongará,Corosha,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,62
010302,Amazonas,Bongará,Corosha,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,135
010302,Amazonas,Bongará,Corosha,RENOVACION POPULAR,50
010303,Amazonas,Bongará,Cuispes,SENTIMIENTO AMAZONENSE REGIONAL,226
010303,Amazonas,Bongará,Cuispes,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,110
010303,Amazonas,Bongará,Cuispes,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,147
010303,Amazonas,Bongará,Cuispes,RENOVACION POPULAR,27
010304,Amazonas,Bongará,Chisquilla,SENTIMIENTO AMAZONENSE REGIONAL,122
010304,Amazonas,Bongará,Chisquilla,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,113
010304,Amazonas,Bongará,Chisquilla,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,56
010304,Amazonas,Bongará,Chisquilla,RENOVACION POPULAR,20
010305,Amazonas,Bongará,Churuja,SENTIMIENTO AMAZONENSE REGIONAL,73
010305,Amazonas,Bongará,Churuja,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,98
010305,Amazonas,Bongará,Churuja,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,5
010305,Amazonas,Bongará,Churuja,RENOVACION POPULAR,100
010306,Amazonas,Bongará,Florida,SENTIMIENTO AMAZONENSE REGIONAL,857
010306,Amazonas,Bongará,Florida,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,745
010306,Amazonas,Bongará,Florida,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,377
010306,Amazonas,Bongará,Florida,RENOVACION POPULAR,368
010307,Amazonas,Bongará,Recta,SENTIMIENTO AMAZONENSE REGIONAL,0
010307,Amazonas,Bongará,Recta,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,0
010307,Amazonas,Bongará,Recta,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,0
010307,Amazonas,Bongará,Recta,RENOVACION POPULAR,0
010308,Amazonas,Bongará,San Carlos,SENTIMIENTO AMAZONENSE REGIONAL,234
010308,Amazonas,Bongará,San Carlos,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,104
010308,Amazonas,Bongará,San Carlos,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,41
010308,Amazonas,Bongará,San Carlos,RENOVACION POPULAR,8
010309,Amazonas,Bongará,Shipasbamba,SENTIMIENTO AMAZONENSE REGIONAL,125
010309,Amazonas,Bongará,Shipasbamba,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,300
010309,Amazonas,Bongará,Shipasbamba,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,424
010309,Amazonas,Bongará,Shipasbamba,RENOVACION POPULAR,185
010310,Amazonas,Bongará,Valera,SENTIMIENTO AMAZONENSE REGIONAL,214
010310,Amazonas,Bongará,Valera,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,247
010310,Amazonas,Bongará,Valera,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,84
010310,Amazonas,Bongará,Valera,RENOVACION POPULAR,181
010311,Amazonas,Bongará,Yambrasbamba,SENTIMIENTO AMAZONENSE REGIONAL,766
010311,Amazonas,Bongará,Yambrasbamba,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,521
010311,Amazonas,Bongará,Yambrasbamba,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,824
010311,Amazonas,Bongará,Yambrasbamba,RENOVACION POPULAR,1166
010312,Amazonas,Bongará,Jazan,SENTIMIENTO AMAZONENSE REGIONAL,1077
010312,Amazonas,Bongará,Jazan,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,804
010312,Amazonas,Bongará,Jazan,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,468
010312,Amazonas,Bongará,Jazan,RENOVACION POPULAR,909
010401,Amazonas,Luya,Lamud,SENTIMIENTO AMAZONENSE REGIONAL,102
010401,Amazonas,Luya,Lamud,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,111
010401,Amazonas,Luya,Lamud,JUNTOS POR EL PERU,56
010401,Amazonas,Luya,Lamud,RENOVACION POPULAR,741
010401,Amazonas,Luya,Lamud,ALIANZA PARA EL PROGRESO,71
010402,Amazonas,Luya,Camporredondo,SENTIMIENTO AMAZONENSE REGIONAL,1160
010402,Amazonas,Luya,Camporredondo,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,1101
010402,Amazonas,Luya,Camporredondo,JUNTOS POR EL PERU,27
010402,Amazonas,Luya,Camporredondo,RENOVACION POPULAR,365
010402,Amazonas,Luya,Camporredondo,ALIANZA PARA EL PROGRESO,601
010403,Amazonas,Luya,Cocabamba,SENTIMIENTO AMAZONENSE REGIONAL,227
010403,Amazonas,Luya,Cocabamba,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,81
010403,Amazonas,Luya,Cocabamba,JUNTOS POR EL PERU,277
010403,Amazonas,Luya,Cocabamba,RENOVACION POPULAR,336
010403,Amazonas,Luya,Cocabamba,ALIANZA PARA EL PROGRESO,9
010404,Amazonas,Luya,Colcamar,SENTIMIENTO AMAZONENSE REGIONAL,94
010404,Amazonas,Luya,Colcamar,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,568
010404,Amazonas,Luya,Colcamar,JUNTOS POR EL PERU,160
010404,Amazonas,Luya,Colcamar,RENOVACION POPULAR,357
010404,Amazonas,Luya,Colcamar,ALIANZA PARA EL PROGRESO,13
010405,Amazonas,Luya,Conila,SENTIMIENTO AMAZONENSE REGIONAL,329
010405,Amazonas,Luya,Conila,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,439
010405,Amazonas,Luya,Conila,JUNTOS POR EL PERU,13
010405,Amazonas,Luya,Conila,RENOVACION POPULAR,371
010405,Amazonas,Luya,Conila,ALIANZA PARA EL PROGRESO,3
010406,Amazonas,Luya,Inguilpata,SENTIMIENTO AMAZONENSE REGIONAL,57
010406,Amazonas,Luya,Inguilpata,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,118
010406,Amazonas,Luya,Inguilpata,JUNTOS POR EL PERU,95
010406,Amazonas,Luya,Inguilpata,RENOVACION POPULAR,105
010406,Amazonas,Luya,Inguilpata,ALIANZA PARA EL PROGRESO,11
010407,Amazonas,Luya,Longuita,SENTIMIENTO AMAZONENSE REGIONAL,161
010407,Amazonas,Luya,Longuita,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,193
010407,Amazonas,Luya,Longuita,JUNTOS POR EL PERU,107
010407,Amazonas,Luya,Longuita,RENOVACION POPULAR,75
010407,Amazonas,Luya,Longuita,ALIANZA PARA EL PROGRESO,10
010408,Amazonas,Luya,Lonya Chico,SENTIMIENTO AMAZONENSE REGIONAL,140
010408,Amazonas,Luya,Lonya Chico,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,55
010408,Amazonas,Luya,Lonya Chico,JUNTOS POR EL PERU,257
010408,Amazonas,Luya,Lonya Chico,RENOVACION POPULAR,128
010408,Amazonas,Luya,Lonya Chico,ALIANZA PARA EL PROGRESO,5
010409,Amazonas,Luya,Luya,SENTIMIENTO AMAZONENSE REGIONAL,200
010409,Amazonas,Luya,Luya,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,482
010409,Amazonas,Luya,Luya,JUNTOS POR EL PERU,299
010409,Amazonas,Luya,Luya,RENOVACION POPULAR,1099
010409,Amazonas,Luya,Luya,ALIANZA PARA EL PROGRESO,33
010410,Amazonas,Luya,Luya Viejo,SENTIMIENTO AMAZONENSE REGIONAL,74
010410,Amazonas,Luya,Luya Viejo,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,127
010410,Amazonas,Luya,Luya Viejo,JUNTOS POR EL PERU,1
010410,Amazonas,Luya,Luya Viejo,RENOVACION POPULAR,109
010410,Amazonas,Luya,Luya Viejo,ALIANZA PARA EL PROGRESO,2
010411,Amazonas,Luya,María,SENTIMIENTO AMAZONENSE REGIONAL,226
010411,Amazonas,Luya,María,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,213
010411,Amazonas,Luya,María,JUNTOS POR EL PERU,55
010411,Amazonas,Luya,María,RENOVACION POPULAR,30
010411,Amazonas,Luya,María,ALIANZA PARA EL PROGRESO,20
010412,Amazonas,Luya,Ocalli,SENTIMIENTO AMAZONENSE REGIONAL,106
010412,Amazonas,Luya,Ocalli,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,642
010412,Amazonas,Luya,Ocalli,JUNTOS POR EL PERU,317
010412,Amazonas,Luya,Ocalli,RENOVACION POPULAR,427
010412,Amazonas,Luya,Ocalli,ALIANZA PARA EL PROGRESO,295
010413,Amazonas,Luya,Ocumal,SENTIMIENTO AMAZONENSE REGIONAL,124
010413,Amazonas,Luya,Ocumal,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,1039
010413,Amazonas,Luya,Ocumal,JUNTOS POR EL PERU,20
010413,Amazonas,Luya,Ocumal,RENOVACION POPULAR,564
010413,Amazonas,Luya,Ocumal,ALIANZA PARA EL PROGRESO,20
010414,Amazonas,Luya,Pisuquia,SENTIMIENTO AMAZONENSE REGIONAL,370
