ubigeo,region,provincia,distrito,organizacion_politica,total_votos
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,108
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,ALIANZA PARA EL PROGRESO,159
010103,AMAZONAS,CHACHAPOYAS,BALSAS,SENTIMIENTO AMAZONENSE REGIONAL,120
010103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,40
010103,AMAZONAS,CHACHAPOYAS,BALSAS,RENOVACION POPULAR,130
010103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA PARA EL PROGRESO,248
010104,AMAZONAS,CHACHAPOYAS,CHETO,SENTIMIENTO AMAZONENSE REGIONAL,203
010104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,294
010104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO POLITICO NACIONAL PERU LIBRE,17
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,SENTIMIENTO AMAZONENSE REGIONAL,212
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,131
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,JUNTOS POR EL PERU,33
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,RENOVACION POPULAR,191
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ALIANZA PARA EL PROGRESO,20
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,479
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,298
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,JUNTOS POR EL PERU,82
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,RENOVACION POPULAR,93
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,19
010107,AMAZONAS,CHACHAPOYAS,GRANADA,SENTIMIENTO AMAZONENSE REGIONAL,169
010107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,229
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,SENTIMIENTO AMAZONENSE REGIONAL,102
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,54
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,RENOVACION POPULAR,131
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,ALIANZA PARA EL PROGRESO,230
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,SENTIMIENTO AMAZONENSE REGIONAL,1110
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,681
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,JUNTOS POR EL PERU,995
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,RENOVACION POPULAR,94
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,137
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,633
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,JUNTOS POR EL PERU,63
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,RENOVACION POPULAR,633
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,ALIANZA PARA EL PROGRESO,352
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,SENTIMIENTO AMAZONENSE REGIONAL,157
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,312
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,JUNTOS POR EL PERU,38
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,RENOVACION POPULAR,127
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,ALIANZA PARA EL PROGRESO,76
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,SENTIMIENTO AMAZONENSE REGIONAL,76
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,239
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,JUNTOS POR EL PERU,97
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,RENOVACION POPULAR,89
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,ALIANZA PARA EL PROGRESO,63
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,SENTIMIENTO AMAZONENSE REGIONAL,210
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,113
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ALIANZA PARA EL PROGRESO,242
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,SENTIMIENTO AMAZONENSE REGIONAL,572
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,322
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,RENOVACION POPULAR,449
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,263
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,JUNTOS POR EL PERU,198
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,179
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,RENOVACION POPULAR,110
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,SENTIMIENTO AMAZONENSE REGIONAL,222
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,162
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,RENOVACION POPULAR,163
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,ALIANZA PARA EL PROGRESO,111
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,SENTIMIENTO AMAZONENSE REGIONAL,103
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,142
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,247
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,RENOVACION POPULAR,217
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,SENTIMIENTO AMAZONENSE REGIONAL,413
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,168
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,JUNTOS POR EL PERU,165
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,RENOVACION POPULAR,192
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,ALIANZA PARA EL PROGRESO,13
010121,AMAZONAS,CHACHAPOYAS,SONCHE,SENTIMIENTO AMAZONENSE REGIONAL,75
010121,AMAZONAS,CHACHAPOYAS,SONCHE,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,87
010121,AMAZONAS,CHACHAPOYAS,SONCHE,RENOVACION POPULAR,95
010201,AMAZONAS,BAGUA,LA PECA,SENTIMIENTO AMAZONENSE REGIONAL,488
010201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,1575
010201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,321
010201,AMAZONAS,BAGUA,LA PECA,RENOVACION POPULAR,600
010201,AMAZONAS,BAGUA,LA PECA,ALIANZA PARA EL PROGRESO,1239
010202,AMAZONAS,BAGUA,ARAMANGO,SENTIMIENTO AMAZONENSE REGIONAL,997
010202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,1424
010202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1045
010202,AMAZONAS,BAGUA,ARAMANGO,RENOVACION POPULAR,352
010202,AMAZONAS,BAGUA,ARAMANGO,ALIANZA PARA EL PROGRESO,1503
010202,AMAZONAS,BAGUA,ARAMANGO,PARTIDO POLITICO NACIONAL PERU LIBRE,83
010203,AMAZONAS,BAGUA,COPALLIN,SENTIMIENTO AMAZONENSE REGIONAL,330
010203,AMAZONAS,BAGUA,COPALLIN,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,936
010203,AMAZONAS,BAGUA,COPALLIN,JUNTOS POR EL PERU,89
010203,AMAZONAS,BAGUA,COPALLIN,RENOVACION POPULAR,208
010203,AMAZONAS,BAGUA,COPALLIN,ALIANZA PARA EL PROGRESO,1338
010203,AMAZONAS,BAGUA,COPALLIN,PARTIDO POLITICO NACIONAL PERU LIBRE,26
020102,ANCASH,HUARAZ,INDEPENDENCIA,SOCIOS POR ANCASH,6231
020102,ANCASH,HUARAZ,INDEPENDENCIA,MOVIMIENTO ACCION NACIONALISTA PERUANO,886
020102,ANCASH,HUARAZ,INDEPENDENCIA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,13693
020102,ANCASH,HUARAZ,INDEPENDENCIA,JUNTOS POR EL PERU,5657
020102,ANCASH,HUARAZ,INDEPENDENCIA,ACCION POPULAR,959
020102,ANCASH,HUARAZ,INDEPENDENCIA,PODEMOS PERU,885
020102,ANCASH,HUARAZ,INDEPENDENCIA,ALIANZA PARA EL PROGRESO,2329
020102,ANCASH,HUARAZ,INDEPENDENCIA,PARTIDO POLITICO NACIONAL PERU LIBRE,496
020103,ANCASH,HUARAZ,COCHABAMBA,MOVIMIENTO REGIONAL EL MAICITO,303
020103,ANCASH,HUARAZ,COCHABAMBA,SOCIOS POR ANCASH,66
020103,ANCASH,HUARAZ,COCHABAMBA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,69
020103,ANCASH,HUARAZ,COCHABAMBA,JUNTOS POR EL PERU,566
020104,ANCASH,HUARAZ,COLCABAMBA,MOVIMIENTO REGIONAL EL MAICITO,127
020105,ANCASH,HUARAZ,HUANCHAY,MOVIMIENTO REGIONAL EL MAICITO,30
020105,ANCASH,HUARAZ,HUANCHAY,SOCIOS POR ANCASH,419
020105,ANCASH,HUARAZ,HUANCHAY,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,355
020105,ANCASH,HUARAZ,HUANCHAY,JUNTOS POR EL PERU,436
020105,ANCASH,HUARAZ,HUANCHAY,PARTIDO POLITICO NACIONAL PERU LIBRE,11
020106,ANCASH,HUARAZ,JANGAS,SOCIOS POR ANCASH,91
020106,ANCASH,HUARAZ,JANGAS,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,1372
020106,ANCASH,HUARAZ,JANGAS,ALIANZA PARA EL PROGRESO,1592
020107,ANCASH,HUARAZ,LA LIBERTAD,MOVIMIENTO REGIONAL EL MAICITO,208
020107,ANCASH,HUARAZ,LA LIBERTAD,SOCIOS POR ANCASH,226
020107,ANCASH,HUARAZ,LA LIBERTAD,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,32
020107,ANCASH,HUARAZ,LA LIBERTAD,JUNTOS POR EL PERU,117
020107,ANCASH,HUARAZ,LA LIBERTAD,ALIANZA PARA EL PROGRESO,75
020107,ANCASH,HUARAZ,LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE,73
020107,ANCASH,HUARAZ,LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU,237
020108,ANCASH,HUARAZ,OLLEROS,MOVIMIENTO REGIONAL EL MAICITO,41
020108,ANCASH,HUARAZ,OLLEROS,SOCIOS POR ANCASH,616
020108,ANCASH,HUARAZ,OLLEROS,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,296
020108,ANCASH,HUARAZ,OLLEROS,ALIANZA PARA EL PROGRESO,222
020108,ANCASH,HUARAZ,OLLEROS,PARTIDO POLITICO NACIONAL PERU LIBRE,161
020108,ANCASH,HUARAZ,OLLEROS,PARTIDO DEMOCRATICO SOMOS PERU,432
020109,ANCASH,HUARAZ,PAMPAS GRANDE,MOVIMIENTO REGIONAL EL MAICITO,274
020109,ANCASH,HUARAZ,PAMPAS GRANDE,SOCIOS POR ANCASH,91
020109,ANCASH,HUARAZ,PAMPAS GRANDE,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,133
020109,ANCASH,HUARAZ,PAMPAS GRANDE,ALIANZA PARA EL PROGRESO,48
020109,ANCASH,HUARAZ,PAMPAS GRANDE,PARTIDO POLITICO NACIONAL PERU LIBRE,134
020110,ANCASH,HUARAZ,PARIACOTO,MOVIMIENTO REGIONAL EL MAICITO,96
020110,ANCASH,HUARAZ,PARIACOTO,SOCIOS POR ANCASH,1114
020110,ANCASH,HUARAZ,PARIACOTO,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,870
020110,ANCASH,HUARAZ,PARIACOTO,JUNTOS POR EL PERU,20
020110,ANCASH,HUARAZ,PARIACOTO,PODEMOS PERU,38
020110,ANCASH,HUARAZ,PARIACOTO,ALIANZA PARA EL PROGRESO,166
020110,ANCASH,HUARAZ,PARIACOTO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,568
020111,ANCASH,HUARAZ,PIRA,MOVIMIENTO REGIONAL EL MAICITO,6
020111,ANCASH,HUARAZ,PIRA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,35
020111,ANCASH,HUARAZ,PIRA,JUNTOS POR EL PERU,858
020111,ANCASH,HUARAZ,PIRA,ALIANZA PARA EL PROGRESO,666
020111,ANCASH,HUARAZ,PIRA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,973
020111,ANCASH,HUARAZ,PIRA,PARTIDO POLITICO NACIONAL PERU LIBRE,128
020112,ANCASH,HUARAZ,TARICA,MOVIMIENTO REGIONAL EL MAICITO,342
020112,ANCASH,HUARAZ,TARICA,SOCIOS POR ANCASH,539
020112,ANCASH,HUARAZ,TARICA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,447
020112,ANCASH,HUARAZ,TARICA,JUNTOS POR EL PERU,1198
020112,ANCASH,HUARAZ,TARICA,ALIANZA PARA EL PROGRESO,828
020112,ANCASH,HUARAZ,TARICA,PARTIDO POLITICO NACIONAL PERU LIBRE,74
020203,ANCASH,AIJA,CORIS,MOVIMIENTO REGIONAL EL MAICITO,150
020203,ANCASH,AIJA,CORIS,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,390
020203,ANCASH,AIJA,CORIS,JUNTOS POR EL PERU,374
020203,ANCASH,AIJA,CORIS,RENOVACION POPULAR,59
020203,ANCASH,AIJA,CORIS,ALIANZA PARA EL PROGRESO,40
020205,ANCASH,AIJA,HUACLLAN,MOVIMIENTO REGIONAL EL MAICITO,145
020205,ANCASH,AIJA,HUACLLAN,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,151
020205,ANCASH,AIJA,HUACLLAN,ALIANZA PARA EL PROGRESO,85
020206,ANCASH,AIJA,LA MERCED,MOVIMIENTO REGIONAL EL MAICITO,665
020206,ANCASH,AIJA,LA MERCED,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,293
020206,ANCASH,AIJA,LA MERCED,JUNTOS POR EL PERU,400
020206,ANCASH,AIJA,LA MERCED,ALIANZA PARA EL PROGRESO,48
020208,ANCASH,AIJA,SUCCHA,MOVIMIENTO REGIONAL EL MAICITO,151
020208,ANCASH,AIJA,SUCCHA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,145
020208,ANCASH,AIJA,SUCCHA,JUNTOS POR EL PERU,179
020208,ANCASH,AIJA,SUCCHA,ALIANZA PARA EL PROGRESO,99
020302,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,52
020302,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,JUNTOS POR EL PERU,99
020302,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,PARTIDO DEMOCRATICO SOMOS PERU,23
020304,ANCASH,BOLOGNESI,AQUIA,SOCIOS POR ANCASH,97
020304,ANCASH,BOLOGNESI,AQUIA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,171
020304,ANCASH,BOLOGNESI,AQUIA,JUNTOS POR EL PERU,554
020305,ANCASH,BOLOGNESI,CAJACAY,MOVIMIENTO REGIONAL EL MAICITO,80
020305,ANCASH,BOLOGNESI,CAJACAY,SOCIOS POR ANCASH,457
020305,ANCASH,BOLOGNESI,CAJACAY,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,211
020305,ANCASH,BOLOGNESI,CAJACAY,ALIANZA PARA EL PROGRESO,284
020310,ANCASH,BOLOGNESI,HUAYLLACAYAN,SOCIOS POR ANCASH,235
020310,ANCASH,BOLOGNESI,HUAYLLACAYAN,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,86
020310,ANCASH,BOLOGNESI,HUAYLLACAYAN,JUNTOS POR EL PERU,307
020310,ANCASH,BOLOGNESI,HUAYLLACAYAN,ALIANZA PARA EL PROGRESO,27
020311,ANCASH,BOLOGNESI,HUASTA,SOCIOS POR ANCASH,255
020311,ANCASH,BOLOGNESI,HUASTA,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,497
020311,ANCASH,BOLOGNESI,HUASTA,ALIANZA PARA EL PROGRESO,263
020313,ANCASH,BOLOGNESI,MANGAS,SOCIOS POR ANCASH,160
020313,ANCASH,BOLOGNESI,MANGAS,JUNTOS POR EL PERU,233
030102,APURIMAC,ABANCAY,CIRCA,PROGRESISTA DE APURIMAC,183
030102,APURIMAC,ABANCAY,CIRCA,MOVIMIENTO REGIONAL HATARIY APURIMAC,363
030102,APURIMAC,ABANCAY,CIRCA,ACCION POPULAR,1028
030102,APURIMAC,ABANCAY,CIRCA,ALIANZA PARA EL PROGRESO,86
030102,APURIMAC,ABANCAY,CIRCA,PARTIDO DEMOCRATICO SOMOS PERU,267
030103,APURIMAC,ABANCAY,CURAHUASI,PROGRESISTA DE APURIMAC,4573
030103,APURIMAC,ABANCAY,CURAHUASI,MOVIMIENTO REGIONAL HATARIY APURIMAC,544
030103,APURIMAC,ABANCAY,CURAHUASI,PARTIDO FRENTE DE LA ESPERANZA 2021,2476
030103,APURIMAC,ABANCAY,CURAHUASI,ALIANZA PARA EL PROGRESO,236
030103,APURIMAC,ABANCAY,CURAHUASI,PARTIDO POLITICO NACIONAL PERU LIBRE,47
030103,APURIMAC,ABANCAY,CURAHUASI,PARTIDO DEMOCRATICO SOMOS PERU,881
030104,APURIMAC,ABANCAY,CHACOCHE,PARTIDO FRENTE DE LA ESPERANZA 2021,431
030104,APURIMAC,ABANCAY,CHACOCHE,ALIANZA PARA EL PROGRESO,228
030104,APURIMAC,ABANCAY,CHACOCHE,PARTIDO DEMOCRATICO SOMOS PERU,235
030105,APURIMAC,ABANCAY,HUANIPACA,PROGRESISTA DE APURIMAC,422
030105,APURIMAC,ABANCAY,HUANIPACA,MOVIMIENTO REGIONAL HATARIY APURIMAC,202
030105,APURIMAC,ABANCAY,HUANIPACA,PARTIDO FRENTE DE LA ESPERANZA 2021,756
030105,APURIMAC,ABANCAY,HUANIPACA,ACCION POPULAR,62
030105,APURIMAC,ABANCAY,HUANIPACA,ALIANZA PARA EL PROGRESO,594
030105,APURIMAC,ABANCAY,HUANIPACA,PARTIDO DEMOCRATICO SOMOS PERU,243
030106,APURIMAC,ABANCAY,LAMBRAMA,MOVIMIENTO REGIONAL HATARIY APURIMAC,381
030106,APURIMAC,ABANCAY,LAMBRAMA,PARTIDO FRENTE DE LA ESPERANZA 2021,320
030106,APURIMAC,ABANCAY,LAMBRAMA,ACCION POPULAR,587
030106,APURIMAC,ABANCAY,LAMBRAMA,ALIANZA PARA EL PROGRESO,97
030106,APURIMAC,ABANCAY,LAMBRAMA,PARTIDO POLITICO NACIONAL PERU LIBRE,496
030106,APURIMAC,ABANCAY,LAMBRAMA,PARTIDO DEMOCRATICO SOMOS PERU,628
030107,APURIMAC,ABANCAY,PICHIRHUA,PROGRESISTA DE APURIMAC,407
030107,APURIMAC,ABANCAY,PICHIRHUA,PARTIDO FRENTE DE LA ESPERANZA 2021,480
030107,APURIMAC,ABANCAY,PICHIRHUA,ACCION POPULAR,412
030107,APURIMAC,ABANCAY,PICHIRHUA,PODEMOS PERU,236
030107,APURIMAC,ABANCAY,PICHIRHUA,ALIANZA PARA EL PROGRESO,425
030107,APURIMAC,ABANCAY,PICHIRHUA,PARTIDO DEMOCRATICO SOMOS PERU,339
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,PROGRESISTA DE APURIMAC,8
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,PARTIDO FRENTE DE LA ESPERANZA 2021,49
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,ACCION POPULAR,564
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,ALIANZA PARA EL PROGRESO,60
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,PARTIDO POLITICO NACIONAL PERU LIBRE,442
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,PARTIDO DEMOCRATICO SOMOS PERU,528
030109,APURIMAC,ABANCAY,TAMBURCO,PROGRESISTA DE APURIMAC,1565
030109,APURIMAC,ABANCAY,TAMBURCO,MOVIMIENTO REGIONAL HATARIY APURIMAC,324
030109,APURIMAC,ABANCAY,TAMBURCO,PARTIDO FRENTE DE LA ESPERANZA 2021,359
030109,APURIMAC,ABANCAY,TAMBURCO,ACCION POPULAR,1474
030109,APURIMAC,ABANCAY,TAMBURCO,ALIANZA PARA EL PROGRESO,1120
030109,APURIMAC,ABANCAY,TAMBURCO,PARTIDO MORADO,40
030109,APURIMAC,ABANCAY,TAMBURCO,PARTIDO DEMOCRATICO SOMOS PERU,43
030202,APURIMAC,AYMARAES,CAPAYA,PROGRESISTA DE APURIMAC,170
030202,APURIMAC,AYMARAES,CAPAYA,MOVIMIENTO REGIONAL HATARIY APURIMAC,85
030202,APURIMAC,AYMARAES,CAPAYA,PARTIDO FRENTE DE LA ESPERANZA 2021,53
030202,APURIMAC,AYMARAES,CAPAYA,PARTIDO POLITICO NACIONAL PERU LIBRE,147
030203,APURIMAC,AYMARAES,CARAYBAMBA,PROGRESISTA DE APURIMAC,35
030203,APURIMAC,AYMARAES,CARAYBAMBA,PARTIDO POLITICO NACIONAL PERU LIBRE,401
030203,APURIMAC,AYMARAES,CARAYBAMBA,PARTIDO DEMOCRATICO SOMOS PERU,265
030204,APURIMAC,AYMARAES,COLCABAMBA,PROGRESISTA DE APURIMAC,88
030204,APURIMAC,AYMARAES,COLCABAMBA,MOVIMIENTO REGIONAL HATARIY APURIMAC,42
030204,APURIMAC,AYMARAES,COLCABAMBA,PARTIDO FRENTE DE LA ESPERANZA 2021,116
030204,APURIMAC,AYMARAES,COLCABAMBA,PARTIDO POLITICO NACIONAL PERU LIBRE,184
030204,APURIMAC,AYMARAES,COLCABAMBA,PARTIDO DEMOCRATICO SOMOS PERU,109
030205,APURIMAC,AYMARAES,COTARUSE,PROGRESISTA DE APURIMAC,66
030205,APURIMAC,AYMARAES,COTARUSE,MOVIMIENTO REGIONAL HATARIY APURIMAC,120
030205,APURIMAC,AYMARAES,COTARUSE,PARTIDO FRENTE DE LA ESPERANZA 2021,91
030205,APURIMAC,AYMARAES,COTARUSE,ACCION POPULAR,835
030205,APURIMAC,AYMARAES,COTARUSE,PARTIDO DEMOCRATICO SOMOS PERU,1078
030206,APURIMAC,AYMARAES,CHAPIMARCA,PROGRESISTA DE APURIMAC,46
030206,APURIMAC,AYMARAES,CHAPIMARCA,MOVIMIENTO REGIONAL HATARIY APURIMAC,264
030206,APURIMAC,AYMARAES,CHAPIMARCA,PARTIDO FRENTE DE LA ESPERANZA 2021,466
030206,APURIMAC,AYMARAES,CHAPIMARCA,PARTIDO POLITICO NACIONAL PERU LIBRE,152
030206,APURIMAC,AYMARAES,CHAPIMARCA,PARTIDO DEMOCRATICO SOMOS PERU,313
030207,APURIMAC,AYMARAES,HUAYLLO,PROGRESISTA DE APURIMAC,26
030207,APURIMAC,AYMARAES,HUAYLLO,MOVIMIENTO REGIONAL HATARIY APURIMAC,188
030207,APURIMAC,AYMARAES,HUAYLLO,PARTIDO FRENTE DE LA ESPERANZA 2021,156
030207,APURIMAC,AYMARAES,HUAYLLO,PARTIDO DEMOCRATICO SOMOS PERU,70
030208,APURIMAC,AYMARAES,LUCRE,MOVIMIENTO REGIONAL HATARIY APURIMAC,110
030208,APURIMAC,AYMARAES,LUCRE,PARTIDO FRENTE DE LA ESPERANZA 2021,143
030208,APURIMAC,AYMARAES,LUCRE,ACCION POPULAR,479
030208,APURIMAC,AYMARAES,LUCRE,PARTIDO DEMOCRATICO SOMOS PERU,329
030209,APURIMAC,AYMARAES,POCOHUANCA,MOVIMIENTO REGIONAL HATARIY APURIMAC,505
030209,APURIMAC,AYMARAES,POCOHUANCA,PARTIDO DEMOCRATICO SOMOS PERU,338
030210,APURIMAC,AYMARAES,SAÑAYCA,PROGRESISTA DE APURIMAC,142
030210,APURIMAC,AYMARAES,SAÑAYCA,MOVIMIENTO REGIONAL HATARIY APURIMAC,245
030210,APURIMAC,AYMARAES,SAÑAYCA,PARTIDO FRENTE DE LA ESPERANZA 2021,154
030210,APURIMAC,AYMARAES,SAÑAYCA,PARTIDO DEMOCRATICO SOMOS PERU,127
030211,APURIMAC,AYMARAES,SORAYA,MOVIMIENTO REGIONAL HATARIY APURIMAC,270
030211,APURIMAC,AYMARAES,SORAYA,PARTIDO FRENTE DE LA ESPERANZA 2021,46
030211,APURIMAC,AYMARAES,SORAYA,PARTIDO POLITICO NACIONAL PERU LIBRE,155
030212,APURIMAC,AYMARAES,TAPAIRIHUA,PROGRESISTA DE APURIMAC,265
030212,APURIMAC,AYMARAES,TAPAIRIHUA,ALIANZA PARA EL PROGRESO,143
030212,APURIMAC,AYMARAES,TAPAIRIHUA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,440
030212,APURIMAC,AYMARAES,TAPAIRIHUA,PARTIDO POLITICO NACIONAL PERU LIBRE,168
030212,APURIMAC,AYMARAES,TAPAIRIHUA,PARTIDO DEMOCRATICO SOMOS PERU,561
030213,APURIMAC,AYMARAES,TINTAY,MOVIMIENTO REGIONAL HATARIY APURIMAC,583
030213,APURIMAC,AYMARAES,TINTAY,PARTIDO FRENTE DE LA ESPERANZA 2021,590
030213,APURIMAC,AYMARAES,TINTAY,PARTIDO POLITICO NACIONAL PERU LIBRE,608
030214,APURIMAC,AYMARAES,TORAYA,MOVIMIENTO REGIONAL HATARIY APURIMAC,25
030214,APURIMAC,AYMARAES,TORAYA,PARTIDO FRENTE DE LA ESPERANZA 2021,295
030214,APURIMAC,AYMARAES,TORAYA,PARTIDO POLITICO NACIONAL PERU LIBRE,317
030214,APURIMAC,AYMARAES,TORAYA,PARTIDO DEMOCRATICO SOMOS PERU,176
030215,APURIMAC,AYMARAES,YANACA,PROGRESISTA DE APURIMAC,151
030215,APURIMAC,AYMARAES,YANACA,MOVIMIENTO REGIONAL HATARIY APURIMAC,10
030215,APURIMAC,AYMARAES,YANACA,PARTIDO FRENTE DE LA ESPERANZA 2021,183
